#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-01-12T04:05:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36781 
#INFO MaxTuples=50000 
#INFO queryParameters=9 
#-oc.form=D.
#-source=I/311/hip2
#-c=Canopus,rd=40,eq=J2000
#-out=RArad
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=095.987958-52.695661,rd=40. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    RArad (deg)   (F12.8) Right Ascension in ICRS, Ep=1991.25 [ucd=pos.eq.ra;meta.main]
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
027.94141792 -54.96581348   282.04   -16.71 11.5792  1.388
027.99004948 -81.01945270    84.19    18.85  9.0940  0.888
027.98989291 -58.90040245     8.87    25.21  8.2450  1.242
028.02585310 -55.75991454    13.48    20.24  8.1920  0.436
028.12912488 -57.99008066   231.34   -35.45 10.5045  0.949
028.12922844 -71.64800928    72.89    16.38  9.8448  0.540
028.14474488 -67.94448970    22.07    -5.31  6.7609 -0.050
028.18619888 -54.01143215   -13.45    -6.73  7.9411  1.671
028.20191517 -56.37140252   -20.29   -34.16  8.4199  1.026
028.23512798 -56.64391017    61.27     2.15  9.4440  0.500
028.24270552 -85.03486181    17.38    10.04  8.3061  0.075
028.25211637 -52.69170012    17.64   -12.03  8.0711  1.184
028.25355573 -68.18756206    19.25     4.52  9.1986  1.433
028.25766055 -64.88381853     0.91    28.86 10.0965  0.546
028.28155848 -59.41278455    99.23    89.87  8.8963  0.727
028.28296556 -61.68312249    26.80     7.96  8.7860  1.248
028.30918546 -74.62700027     0.70    -5.89  9.3305  1.074
028.31280151 -66.21656062   -24.81   -21.86  9.8068  0.440
028.38172370 -53.24964170    83.19   -24.52  8.2142  1.072
028.40377401 -70.30173678   167.38    28.07 10.6101  0.668
028.41443104 -72.25173881   -21.17    10.82  8.6314  0.956
028.45403177 -54.76033993  -103.32  -126.23  8.4670  0.682
028.45896138 -69.34986560   -19.54   -11.37  9.6241  1.024
028.52524996 -77.49126191    11.07    34.41  7.0882  0.293
028.53381075 -69.51679881    16.90    32.20  8.0797  1.435
028.53683267 -57.91902175    39.78    19.47  7.4403  1.496
028.59754729 -77.24177632    14.12    23.80  8.4965  1.268
028.69964944 -66.98010682    19.02     2.66  9.2173  1.682
028.73339493 -67.64748114    76.22    72.94  4.8442  0.931
028.76390153 -73.40951006    -0.80    -5.47  9.0530  1.143
028.80692785 -58.35054132    59.51   -10.85  8.5175  0.464
028.83206171 -60.31238643   -47.86   -38.28  6.5220  0.409
028.85194289 -65.69038100   -10.02    -3.53  8.5640  0.977
028.86790172 -63.07724228     3.52    11.92  8.7379  0.300
028.92446061 -84.75116444    15.72     3.58  7.0519  1.628
028.92460674 -52.14161117    11.74   -25.06  8.9567  0.893
028.94360828 -60.86113753    13.39    65.98  6.1499  0.356
028.95083309 -55.07216972    49.15    -1.07  6.7739  0.170
028.95413034 -52.84090023   299.08    40.29 10.0029  1.119
028.95937689 -78.34867735   103.13    53.57  6.2540  0.448
028.96945337 -68.39188925   -21.47    -2.05  7.2580  0.906
028.98680221 -51.60958691   680.92   283.46  3.8511  0.844
029.09563875 -60.19244336   -51.43  -112.55  8.8567  0.874
029.10369516 -59.79239175    12.84    -2.35  8.7861  0.104
029.12044949 -54.25148501    24.23    -0.39  8.6880  1.155
029.13254401 -58.76357196   194.92   -71.45 12.3723  0.000
029.13320577 -60.22710036   446.03   190.32  8.7368  1.143
029.15524052 -58.47141543    24.92     6.03  7.6255  0.455
029.15634868 -81.49928863    66.71    22.42  7.0175  0.380
029.17311792 -73.26447798   -11.14    39.58  9.0918  0.362
029.22415954 -75.36577251    20.15    30.07  7.6161  1.375
029.24856743 -51.76685032   348.84   248.54  6.2027  0.487
029.28356433 -56.94624006    12.07    -0.25  8.9444  1.198
029.33129053 -71.12566035    18.34     4.07  8.9334  1.288
029.37209342 -52.20022599     6.45   -54.23  8.0108  0.571
029.44515643 -59.34803220     6.13   -13.79  8.8277  1.444
029.45311370 -78.76365856    46.89    17.65  7.7585  0.463
029.47237610 -65.42468433   -24.04    -5.81  6.5175  0.906
029.50627916 -74.10752107    18.34    18.66  8.3482  1.332
029.55339933 -67.58818342   -92.57   -75.47  8.8523  0.969
029.56135957 -72.62749393    22.43    12.31  8.8816  0.965
029.57712904 -65.21856748   161.21   195.66 10.6156  1.531
029.58263520 -50.93295150     4.96     9.37 10.0133  0.449
029.58657400 -82.29408076   -66.85    15.29  8.7155  0.648
029.60329278 -76.33981429    -7.50    -2.35 10.1070  1.331
029.60371592 -55.43208770    -9.04   -11.99  8.8319  1.036
029.66034275 -53.52749600   -22.73   -34.77  9.7747  0.520
029.69113173 -61.56992473   263.66    26.77  2.9305  0.290
029.71103282 -56.86991393   137.33   128.18  8.4132  0.879
029.72537707 -56.87614346   137.39   129.08  9.2239  0.535
029.72803180 -86.18441441     1.84    31.92  9.5427  0.421
029.76142352 -52.24702714    22.73     8.82  8.0758  1.000
029.79560332 -53.84215693    21.88   -26.08  9.6812  1.062
029.80326314 -50.14867332   -11.46  -208.22  9.0891  0.620
029.84260227 -70.05511820    15.80     5.64  9.2194  0.463
029.89851729 -65.44835423   117.42    71.04  7.3977  0.423
029.92116556 -66.06657316    33.64     6.04  6.2589  1.176
029.93859121 -64.78784900    45.87    -0.77  8.7060  1.369
029.94101308 -53.73217982     8.45    13.54 10.0644  0.446
029.95605892 -50.56671491     7.88    -1.20  9.0904  0.801
029.96878629 -51.59837388    -6.37    11.16  8.7544  1.042
030.03217666 -54.42292530    29.80     5.92  8.9396  0.528
030.07014401 -55.01280643    66.16     4.66  6.6784  0.970
030.07756575 -62.42060688    43.47   -23.71  9.3214  1.034
030.12481640 -62.76253563     5.13    32.82  7.7593  0.486
030.14611905 -60.19654560    11.35    -3.98  9.5570  1.296
030.15564451 -82.50856311     0.06   -10.31  8.1349  0.352
030.18082788 -63.40766452    -9.12    -6.28  9.5241  1.308
030.19770592 -80.53236798   -66.78  -141.06  9.0682  0.797
030.21056286 -69.31290511    25.71    16.17  9.1565  1.157
030.23639481 -78.87016742   121.58   -57.21  6.9642  0.576
030.24992871 -67.20266067     7.30     7.26  9.3033  1.431
030.28391958 -73.75424168     8.02    -4.59  8.9657  1.147
030.30055057 -66.34878595     9.73     9.25  7.5159  1.645
030.30821689 -55.14472505    18.67     9.59  8.1699  0.199
030.40578808 -60.87715312     2.31    -8.09  9.0007  1.298
030.45878658 -63.62275724    39.63    40.67  7.0022  0.561
030.46388310 -65.39615944    46.25    12.46  9.2178  0.669
030.46801566 -74.44569195     1.59   -14.53  6.8215  1.630
030.47630369 -57.68714284    41.62    17.51  9.0796  0.491
030.47918025 -50.12731408    27.95    37.82  7.9600  0.900
030.50394321 -60.70739309     4.73     0.99  9.6493  0.484
030.55008385 -62.59219389    56.39    62.37  8.1945  0.611
030.56402148 -49.40917489    -6.71   -15.90  7.3960  1.560
030.56841408 -50.49256850    64.65    22.78  8.3514  0.571
030.58414231 -56.24591087    46.89   -14.15  8.4556  1.011
030.59128722 -50.73970426    33.91    37.88  9.9102  0.950
030.63705191 -59.84363232    17.88   -29.73  9.1934  1.096
030.64588608 -52.53266829    -4.28    28.84  8.5641  0.279
030.65744306 -70.41954375   -18.90    27.36  7.0375  1.360
030.67517929 -65.88431266    -8.79     0.16  8.0438  1.608
030.67797897 -57.59484575    33.52    43.25  8.8120 -0.126
030.69559116 -70.86352014     6.32     8.97  9.2887  1.077
030.74351002 -53.03607009    18.70     8.89  7.3433  0.187
030.76383986 -49.49169338     9.54   -14.64  8.2601  0.867
030.77967440 -64.23451950    31.54     4.54  8.5739  1.191
030.85657983 -76.19871064    16.85   -12.33 10.1906  0.564
030.88819933 -78.01011538    -8.30   -68.80  9.8325  0.764
030.92505225 -78.69706158    43.12    66.30  8.1580  0.365
030.93127038 -59.38873269   -24.31    -9.34  8.7821  0.433
030.97314222 -55.66142222    18.71    11.00  8.4010 -0.057
031.00552340 -57.70360653   118.43    98.85 10.1481  0.744
031.01771437 -71.25301051    21.45    14.83  9.4399  0.635
031.07445947 -51.15354138     5.08   -67.48  9.3091  1.038
031.07450181 -54.35486198    27.77    -3.44  8.3240  0.231
031.12742039 -58.34442838     1.73    11.84  7.7588  0.151
031.13076756 -53.65296904    17.35   -17.84  9.3093  1.019
031.14593390 -71.94402752    -4.35     7.69 10.6831  1.250
031.14600858 -54.88162884    75.74   -25.05  6.5375  0.386
031.14718259 -65.13702157   114.58    90.86  7.3644  0.418
031.15352925 -61.52009459    27.65     6.25  9.4018  0.510
031.18284857 -82.29944443    11.39    11.54  7.9981 -0.005
031.18867143 -48.86282360    11.14    11.27  8.9452  0.953
031.21836196 -56.16998399   -67.01   -94.78  9.6319  0.565
031.23281653 -79.53801554    70.34  -162.79 12.9854  0.000
031.25636380 -68.30086205    19.31    12.70  8.3106  1.248
031.28011030 -49.68182538    48.70    31.07  7.7828  0.500
031.32556467 -52.88331072   -26.06   -20.97  9.7357  0.785
031.34669188 -59.16651855    -9.05     5.68  8.8100  0.212
031.34828302 -59.16154148    -6.75     9.75 11.1585  0.432
031.37237902 -48.49058981     3.00     1.51  7.9022  1.642
031.37503162 -54.25515139    41.78     7.03  9.3809  1.074
031.39234141 -57.14416758    24.80     3.59  9.7728  1.359
031.39750513 -51.99122681    37.77    26.62  7.5727  0.436
031.41128714 -66.13904804   116.78   -78.04  9.1751  0.589
031.42167107 -71.60684672    98.11    60.80  7.4790  1.068
031.44772377 -70.63129922    13.97   -30.19  9.3555  0.627
031.45090675 -62.68931636   111.97   110.72  9.9343  0.649
031.48449615 -69.71884594    22.05    16.01  9.4432  1.181
031.61837866 -55.08286882    35.00     7.42  7.1848  1.032
031.63608873 -54.92645629    -2.89    -3.54  9.0323  1.070
031.68950008 -68.86108177    19.78    14.06 10.5114  0.355
031.72514375 -48.03651958    30.15    38.16  9.3996  0.267
031.73454285 -49.98028946    -6.86   -24.26  9.4054  1.446
031.74551397 -65.94572020     6.28   -14.91  6.8653  0.883
031.74947545 -50.63830274    29.82    91.37  8.4602  0.453
031.79232382 -47.79834552    29.69   -62.22  9.3478  0.695
031.79745538 -60.98339674   124.82   113.66  7.6218  0.534
031.82489931 -53.19898104    86.06   -22.60  8.7775  0.701
031.84857023 -73.40835444    43.10    42.70  9.0208  1.071
031.85679772 -77.92117922     9.40    -1.73  9.1486  1.393
031.85840791 -59.67938398    91.11   -18.29  7.6171  0.544
031.89629292 -51.43638732   -63.44   -50.27  9.7408  0.685
031.90948020 -74.56200056   -13.98   -26.65  8.7850  1.007
031.92949151 -52.15449839    37.23    33.18  9.9573  0.677
031.93276199 -57.19453390    -8.70   -51.41  8.0482  1.181
031.96005955 -58.34204228   221.57    22.51  9.5221  0.660
031.99422564 -49.11512154    12.26   -45.49  8.9626  0.000
032.03107822 -64.99412762    12.93     6.39  8.9106  1.252
032.05832955 -55.52601013    -5.29   -23.48  7.7712  1.100
032.08852628 -53.49115035     2.01     9.18  8.6111  0.390
032.19730764 -61.43670307    38.92    14.13  9.2224  1.083
032.24623134 -76.62100490    -5.75    -1.77  9.1125  1.616
032.40338654 -53.27604066    12.23    34.51  8.2303  0.968
032.40891907 -48.59910111    58.02     6.05  7.9015  1.003
032.43796042 -51.73101049   156.45    58.81  7.0949  0.907
032.47361151 -62.26631767    47.06    13.66  8.2665  0.752
032.49783562 -72.49515075     9.29     5.92  8.5663  0.954
032.53232484 -64.35511771   351.21    14.02  7.6354  0.620
032.53472773 -60.75820370   -60.38    22.42  9.4529  0.599
032.53902741 -56.17093561    88.24    37.53  9.9086  0.459
032.56443438 -61.09697659     8.36     0.19  7.9288  1.633
032.58337938 -54.66524755   -44.56   -52.38  9.4672  0.554
032.58858671 -55.89080602    81.89  -101.85  9.2405  0.680
032.59972144 -76.62373029   117.37     9.53  6.7344  0.335
032.60000727 -50.82531507  2092.86   653.21  6.2571  0.812
032.63912135 -48.09442540    48.66   -13.36  7.9938  1.011
032.64428616 -48.88965040    14.86    13.61  8.7208  1.050
032.67035735 -61.14396055   -12.59   -14.00  8.8539  1.326
032.72122382 -59.47747436    -0.48     2.38  9.0518  1.301
032.72196729 -56.84780083   -22.02   -27.73  9.5251  0.700
032.72250596 -75.95883143     9.41    -3.21  7.0502  1.208
032.78856415 -59.15193214     2.21     9.41  7.3897  1.349
032.82328296 -74.50138527    17.49     7.38  7.3103  0.986
032.83247304 -58.01742062    29.85    -4.97  9.2235  1.319
032.84914839 -47.59125028    46.21    27.30  8.7852  0.503
032.87053420 -49.33145856    40.84    22.61  8.1408  0.366
032.88220213 -76.10765543    59.03    31.24  9.6527  0.642
032.95139289 -54.04867254    21.01     3.39  7.8136  0.287
032.95384920 -71.48403531    -7.51    -8.66  8.7373  1.255
032.97067856 -74.08752093    -4.45     9.77  8.5045  0.328
032.97633573 -47.17025787   -16.63   -43.21  6.9600  1.400
032.97979932 -70.95096946    -0.18     8.05  7.2641  0.995
033.00783349 -65.77399701    17.49   -30.35  8.5069  1.026
033.08626978 -46.81622220   -31.03   -67.54  8.0256  0.667
033.10934673 -61.65155374   101.47   101.92  8.1832  0.486
033.12806015 -64.29611876    16.63    18.83  9.3947  0.954
033.16691049 -52.48604097    26.88     6.27  9.2215  0.485
033.17696714 -66.15442213     1.77    15.62  7.4236  1.200
033.17929986 -53.74396631  -107.59    30.59  8.5080  0.870
033.20813110 -59.28942968   -16.09     0.98  8.6453  0.480
033.21406678 -49.05458331    -8.44   -67.62  9.8412  0.098
033.31603990 -59.56694573   125.88    -9.29  9.0354  0.783
033.38977760 -57.34495896   -25.92   -11.77  8.6073  0.496
033.39239335 -79.02413754   206.43    79.91  9.4726  0.789
033.40156814 -48.41690182    40.20    17.35  9.8903  0.524
033.42350015 -47.78055226     2.19   -18.59  8.5092  0.979
033.45790031 -80.58284174    23.60    18.10  9.4099  0.407
033.49910959 -66.79397802    38.43    13.73  9.2873  1.197
033.51812535 -71.53789244    -7.28    12.87  9.2219  1.062
033.53014347 -47.38484447     4.41   -29.49  8.4395  1.151
033.55684927 -63.79572670    -4.64    16.65  7.9924  0.933
033.56042758 -67.84155184    26.01    45.05  5.6677  1.556
033.57625543 -49.86224238   231.61   -62.95  9.8437  1.278
033.57885542 -76.35758447    12.40    18.33  6.7136  0.895
033.58718955 -75.37840598     1.30     5.72  8.7671  0.945
033.59490494 -69.48706037    59.90     4.53  9.4819  0.809
033.61748992 -84.62370396     4.77     4.76 10.0172  0.181
033.62940469 -60.16152247     4.77     5.94  9.2604  0.927
033.69781125 -70.54384486    -0.93     7.10  9.9729  0.556
033.71701412 -54.45287134     1.74   -13.56  9.3809  1.129
033.72492886 -59.85772247    -2.89     3.54  8.9412  1.570
033.74532027 -56.92104691    20.12    -6.28  9.0275  1.319
033.77927044 -75.86083429    15.16    20.45 11.6340  1.040
033.78621728 -51.48265629    51.80    12.41  9.3700  1.031
033.85025871 -80.53486002    20.84     8.28  9.0644  0.330
033.85425037 -50.88711159     0.49   -55.31  8.0649  1.015
033.85733439 -52.26817135    26.57    28.89  9.5321  1.192
033.86899314 -67.74633498    43.47   -13.16  5.8280  1.306
033.93080856 -52.20681246    56.11    60.05  7.4026  0.508
033.93833520 -79.02613948    40.34     5.34  8.9861  0.584
033.96205761 -55.27912304     1.80   -13.91  8.1657  0.369
033.96446885 -69.43217878   159.42    53.03  7.4673  0.976
034.01187451 -52.88873189   -25.60    11.44  7.2415  0.475
034.02560852 -53.39177362    19.52     4.76  8.8565  1.083
034.02794233 -46.88460567    -3.01     6.80  9.6747  1.070
034.05362419 -55.49356439    -3.02    13.69  9.6145  0.456
034.07977549 -68.76863568    30.60  -189.49  9.3042  0.655
034.09750041 -78.65236532    -9.44    -5.11  8.8458  1.669
034.09920731 -82.55417356   -20.47   -10.05  9.2744  0.505
034.12708462 -51.51211139    91.03   -22.23  3.5211 -0.120
034.14292413 -68.39128637    12.62     6.98  9.3446  1.548
034.15061444 -50.42824248   -72.53  -137.79  9.1813  0.697
034.18258545 -47.05482720    14.81    27.12  9.7740  0.553
034.18434808 -63.39262251    17.87    60.13  7.8920  0.515
034.18821634 -74.07097716    -9.95  -154.37 11.6543  0.610
034.26671507 -53.82556676    36.92   -28.45  8.9701  1.119
034.37785322 -47.79087068   105.39    72.88 11.3230  0.775
034.39039655 -53.98996825   465.34   389.29 11.5038  1.446
034.41363976 -62.73907373   -57.09   -19.85  8.4562  0.435
034.41821517 -56.25114853    27.00  -131.35  8.2281  0.646
034.42482987 -49.39576471   135.63   100.27  9.1210  0.451
034.43133351 -50.24508961    -3.19     4.17  9.4109  0.730
034.50333866 -71.46747263    19.65    17.78  8.3444  0.800
034.50919159 -50.81896570   139.46    87.82  8.6416  0.638
034.55353838 -57.81944260    28.84    36.36  8.9558  0.642
034.56043681 -67.78860480    19.68    -5.62  7.8057  1.575
034.58594040 -63.24538575    24.65    61.04  9.0216  0.524
034.64451272 -88.14567947   -13.02   -16.95  8.4207  1.040
034.68318622 -54.85981218    93.55    12.24  9.1669  0.656
034.72177709 -69.88681621     1.56     0.70  8.8353  0.602
034.73049962 -59.21973779    34.40   -41.10  9.6205  0.706
034.74405910 -53.93756787     8.05     9.72  8.0653  1.354
034.74480012 -70.67768652    41.61    27.74  8.7444  0.043
034.77630653 -82.95401701    19.01    -6.44  7.9859  1.138
034.78697075 -87.32151345    16.27    20.42  9.3362  0.456
034.85444362 -61.93851058   156.71   156.69  7.8378  0.501
034.86157375 -45.66517165    -3.01    13.57  9.0979  0.986
034.87548419 -47.77347055    13.63    -6.03  8.7175  1.087
034.88063700 -56.93155491    -0.53    15.10  9.4771  1.051
034.88992259 -67.69771762   101.56  -310.15  8.2600  0.678
034.89031127 -50.77792595     3.91    -9.94  8.0384  1.216
034.91784146 -55.01720431    31.04   -29.56  8.1409  1.134
034.93545886 -52.30439342    15.64    22.24  9.6812  0.493
034.94029438 -56.11537295     0.52    43.05  8.6028  0.484
034.94604616 -68.08442560   -21.40    19.95  7.4442  0.233
034.95833110 -63.54480191    19.13    28.63  8.8924  0.524
034.97602802 -55.94484168    23.10    18.54  5.9260  1.570
034.98709323 -74.56516805   352.48   254.07 10.6260  1.138
034.99216728 -52.31467677   -18.68   -55.63  9.6250  0.667
035.01398130 -69.43145720     9.06    19.93  8.9769  0.876
035.06510082 -56.09759898    47.79     6.80  7.7227  1.536
035.06574157 -50.30225958    26.57    16.18  7.4003  1.267
035.06810424 -60.68107854    53.70    30.84  7.8738  1.121
035.09469214 -46.92488355   101.16    89.84  7.8974  0.486
035.09539467 -56.78408859   -32.17    -6.99  6.8510  0.948
035.12936666 -62.24777821    50.58    19.13  8.3868  0.437
035.16645371 -73.31282227     5.77    -1.34  7.8042  1.613
035.17951858 -62.54604511   150.56    22.59  7.8450  1.103
035.22423390 -64.21034296  -267.21  -198.69 11.0613  0.000
035.22491656 -52.96377043   -90.17    -5.66  7.8861  0.529
035.22969909 -71.63513786   -21.03   -18.96  9.9778  1.047
035.23633073 -72.31166340     3.98     9.24  8.3806  1.359
035.25244145 -74.00009304   166.69    35.73 10.6412  0.934
035.28313284 -57.68546390    49.99    -2.35  8.2928  1.003
035.31158872 -61.21738461     7.38    -9.82  9.5681  1.107
035.31324217 -73.34199338    17.30     3.65  8.6066  1.173
035.35472441 -77.64551595    82.32    67.32  9.1983  0.568
035.39062425 -48.31221331    15.77   -11.15  7.6612  0.100
035.39571379 -52.13448105    33.81    21.79  8.5072  1.155
035.40219133 -60.43098294    21.54    -3.83  8.4947  1.394
035.41931521 -85.71790006     4.20   -20.76  7.9167  0.375
035.42903547 -58.10252941     1.62    -7.41  8.7358  1.386
035.43759554 -68.65942375   -49.95     2.48  4.0980  0.034
035.44819312 -63.46724225    22.29    28.87  8.4395  0.956
035.45390239 -48.73744982    14.00    17.52  9.6138  0.604
035.48774127 -49.52060437    -9.92    27.87  7.5311  0.891
035.52821848 -47.14851785   -65.64    -3.34  8.7022  0.389
035.53129685 -81.55085335     0.14    -2.40  8.4201  1.574
035.54943824 -59.75932102   -24.14    -2.77  7.5449  0.309
035.55353961 -59.97650214     7.82    11.83  8.7229  1.476
035.57087724 -46.46785812    -6.53   -14.94  9.2920  0.542
035.57261949 -50.18428410    18.90    13.12  9.0881  1.198
035.59467948 -66.20908792    42.34    43.07  9.6393  0.533
035.61927979 -49.68332123    53.48   -70.80  9.4258  0.724
035.62945861 -53.09449832   245.76   126.09 10.7979  1.156
035.68773314 -82.47609147    15.07     3.09  9.0675  0.143
035.71864231 -73.64582093   -80.75    11.97  6.1606  1.088
035.72610865 -55.74887866    -4.53     5.99  9.2461  1.054
035.72772632 -51.09228914    22.15    65.77  5.9685  0.213
035.78260165 -54.53109432     4.34    14.44  8.4125  1.607
035.78776441 -56.54462065    21.18    34.59  8.8679  1.035
035.80302191 -47.14082065    -1.62     1.49  9.2139  0.955
035.80317013 -48.27240839    31.78    -7.32  8.0413  1.043
035.80496829 -64.06671338    23.75   -11.50  9.8120  0.909
035.84955742 -56.81331759    29.80    35.97  7.8431  0.122
035.89791379 -55.61696859    37.23    68.86  7.1285  0.505
035.91084272 -54.54313992    23.37    12.76  8.5290  0.215
035.97502181 -65.33591856     5.40    11.87  7.9403  1.562
035.98804671 -61.76854274    14.59     9.21  8.4692  1.509
035.99901122 -47.91805067   -45.22   -24.96  7.9064  0.407
036.01008449 -80.04548676     7.82     2.88  9.6597  1.095
036.01013770 -51.76902524    27.19    -4.80  9.5263  0.548
036.01377591 -54.36112122     7.46   -45.74  7.8962  1.241
036.01548375 -52.81047470    13.13     8.43  8.2517  0.870
036.04812068 -74.43634506    71.39    41.63  7.8598  1.010
036.05002873 -45.54984930   173.30    82.81 10.9708  0.494
036.06424765 -54.05794063    55.02    31.65  8.8275  0.363
036.08627450 -64.90452557     1.74    -2.20  9.8112  0.544
036.09155968 -44.32777506   -10.65    -6.07  8.5635  1.058
036.11610135 -63.72777133    28.57     9.71  7.7908  1.569
036.13213700 -45.14157813    -6.15   -36.31  8.2452  1.011
