#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2019-04-22T10:03:28 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VOTx36145 
#INFO MaxTuples=50000 
#INFO queryParameters=8 
#-oc.form=D.
#-source=I/311/hip2
#-c=207.91670996081834 -59.84812460577989,rd=60.0,eq=J2000
#-out=DErad
#-out=pmRA
#-out=pmDE
#-out=Hpmag
#-out=B-V
#
#INFO -c=207.916710-59.848125,rd=60. 
#

#RESOURCE=yCat_1311
#Name: I/311
#Title: Hipparcos, the New Reduction (van Leeuwen, 2007)
#Coosys J2000_1991.250: eq_FK5 J2000    
#Table I_311_hip2:
#Name: I/311/hip2
#Title: The Astrometric Catalogue
#---Details of Columns:
    DErad (deg)   (F12.8) Declination in ICRS, Ep=1991.25 [ucd=pos.eq.dec;meta.main]
    pmRA (mas/yr) (F8.2)  Proper motion in Right Ascension [ucd=pos.pm;pos.eq.ra]
    pmDE (mas/yr) (F8.2)  Proper motion in Declination [ucd=pos.pm;pos.eq.dec]
    Hpmag (mag)   (F7.4)  Hipparcos magnitude [ucd=phot.mag;em.opt.V]
    B-V (mag)     (F6.3)  Colour index [ucd=phot.color;em.opt.B;em.opt.V]
------------ -------- -------- ------- ------
-72.32441119    15.47     2.05  7.8517  0.144
-70.67536315   -10.45    10.89  8.1472  0.328
-61.83728051   -30.10   -46.96  9.9992  0.499
-62.44688489     6.72    -1.95  9.2176  1.160
-62.48104412   153.15   271.61 10.0613  0.791
-79.89366932    70.11   -24.96  9.9599  0.978
-63.96116051    35.89    -1.71  9.5441  0.428
-64.36943615    23.07   -17.15  6.0274  1.561
-79.89606492    25.61    -0.46  8.7287  0.997
-80.87039425    26.80    -0.04  8.9590  1.270
-65.56552691    39.90    12.20  8.8750  1.040
-67.41562133   -13.83    11.10  8.4982  0.918
-67.84233953   117.95   -69.13  8.5377  0.816
-75.34581803    62.18    22.55 10.0389  0.522
-65.77494910    36.22   -30.12 11.7947 -0.020
-62.96619549   -28.51   -11.68  9.7152  0.570
-74.73912513     9.78    -7.19 11.0038  1.100
-64.57971004    -4.07    -7.26  9.5010  1.020
-71.70424182    -1.67    55.27  7.4185  0.962
-75.04353019     9.34    11.10  7.6514  1.692
-70.85730515     1.43     1.39  8.7052  1.593
-79.04058710    20.16     7.30  8.1397  0.986
-70.12789151    12.45    48.93  8.7979  0.427
-77.29676409     5.82    17.69  9.8593  0.431
-68.17505274   -34.25   -26.66  7.6519  1.185
-61.08270718    18.43     6.55  8.7142  1.011
-82.03916795   -22.73    -0.60  9.8414  0.595
-67.48578646     4.83   -10.06  8.0207  1.570
-61.22207264    43.95   -11.05  8.5635  0.332
-60.40934918    20.66     9.81  9.2271  1.453
-73.17373177   -37.37   -32.15  8.3690  1.170
-75.23212228    34.66    20.62  9.1252  1.010
-65.11736612    34.41     2.86  8.1035  0.349
-62.65277008    49.90     8.01  8.6755  1.005
-66.49664231   -13.69    -3.06  8.2844 -0.069
-65.11866703   276.66    96.11  7.3938  0.893
-74.61138451   -25.27    15.67  8.7628  0.520
-69.28166170    -3.90    -2.71  9.6733  0.501
-69.99258828    54.86     4.83  8.8579  0.569
-64.61008746    20.13     0.30  8.6811  1.647
-61.24933675   -30.15     5.54  7.4819  0.397
-78.06926961    31.07   -33.19  7.7788  1.297
-76.91388793    67.12    -7.00  8.7670  0.749
-71.42200063   134.45    63.22  9.6583  0.739
-67.29909205    11.26  -362.10 10.0434  0.629
-62.84394285    75.98    47.63  8.9459  0.880
-63.86841296    59.08    -6.52  8.8160  1.096
-79.92661076    31.94    11.82  7.2565  0.122
-70.86778613   -45.74   -21.57  7.9216  0.389
-73.70750835   252.74    34.04  9.4067  0.788
-78.50448596   -31.72  -137.68  6.2724  0.970
-70.13522225    41.15     7.62  9.4590  1.096
-62.47621288   -24.73    -1.75  6.9797  0.314
-85.93587356    -0.88   -14.29  9.2399  1.419
-67.13262293   262.62    71.96 10.3205  0.860
-68.93300262    66.48    45.30  9.3883  0.513
-64.51878569     1.71   -17.46  9.0613  1.518
-75.69674837    46.21    27.89  8.6990  0.450
-74.67429023    13.40    15.41  9.1499  1.110
-65.29893846    -1.88   -23.39  8.1117  1.028
-67.13623036   -24.47     0.05  8.2898  0.329
-65.29353415    63.05   -64.18  8.9745  0.761
-60.96658275    33.11     7.00  7.8890  0.173
-72.73945976     6.80     4.02  9.0721  1.150
-61.08266132   -77.83  -675.03 10.2165  0.524
-68.25149569     9.31     0.09  9.6374  0.014
-76.37198239    23.46     2.01  8.3177  1.515
-61.93528338    49.54    49.73  8.8606  0.700
-82.28174470    50.56   -34.26  7.3059  0.866
-84.76964997    34.69    21.77  5.8263  0.939
-75.42955833     5.33    -1.29  8.5119  1.435
-60.51154231   -14.60     6.51  7.4622  0.629
-82.97528853   122.41   119.98  6.0069  0.620
-66.55643826     8.43     3.56  7.7718  1.503
-67.57016888    27.44    12.10  8.3221  0.921
-83.24769728    51.55   -28.17  7.4863  1.031
-73.65891624     9.78    -0.54 10.8230  0.980
-65.60643597    87.15   -19.64  7.2718  1.187
-79.30960217   -26.08    27.28  9.3240  0.573
-76.02079649    45.27     1.99  8.1569  0.249
-64.57128611   -31.49   -16.54  8.6435  0.417
-74.98365101    39.84    40.69  8.1899  0.454
-68.25801988    17.50     8.64  8.3345  1.491
-60.99903789    61.94   -10.50  7.7116  0.420
-67.23219308    31.09    -0.98  8.6333  0.559
-69.98695766   235.76    -3.57  8.6320  0.590
-76.24292246   -10.78     4.35  7.9085  0.446
-67.67585762   321.44  -452.69  8.4427  0.535
-75.66367904    12.13    13.48  8.1177 -0.127
-79.14825411    59.29    21.63  6.4936  0.947
-61.99496260   -31.99   -30.04  8.9314  0.427
-73.84393648     3.26    -0.15 11.8876 -0.035
-60.78924089    13.68   -39.55  5.8647  1.264
-63.29489222    37.77     8.92  8.9889  0.315
-85.79551147    -6.53     6.41  8.8128  1.136
-66.01766382    -2.01     9.43  8.9884  0.956
-79.91284369    35.96    27.48  8.0279  0.397
-66.84266599    37.34   -19.02  8.0916  0.578
-78.24355318    24.35    25.50  8.9693  1.172
-64.90873572     1.85     6.02  9.1259  1.025
-83.36709076    -8.34   -33.18  7.3589  0.710
-66.67538783    59.51    27.02  9.5442  0.900
-69.57251853    18.91    -4.83  9.0892  1.106
-61.36218339    15.15     1.50  8.4296  1.075
-63.20281097    49.98   -75.64  9.3588  0.633
-80.57421434   189.86    50.41  9.8614  0.780
-61.01869043    26.93    -5.47  6.7734 -0.067
-69.09047481    20.96     6.78  9.1391  0.443
-60.38810466    34.20     1.12  8.8669  0.954
-77.35691762    15.52     2.51  7.4518  0.501
-80.30067633   177.88   213.72  9.5958  1.126
-71.64441845    14.01    -3.32  8.9623  1.165
-67.69963279    -9.42    -2.01  8.9903  0.966
-74.73900875    46.12   109.74  7.5012  0.803
-61.39094952   -54.28   -16.29  7.7877  0.453
-82.67298514    23.64     0.13  8.4706  0.355
-66.52918941   -43.17     6.67  9.5595  0.588
-69.88223279    36.26     6.31  8.2589  1.083
-63.60857892   -19.77    -0.91  8.3725  1.608
-76.78018475   -19.75   -10.15  8.7510  0.430
-80.17616910   -71.62   -57.43  6.1335  0.338
-82.40608013    92.37    37.31  9.8165  0.626
-69.72925284    17.09   -25.29  8.4967  1.141
-70.06957601   217.43   -50.91  9.3787  0.763
-64.35260954   -12.54     5.66  8.1933  0.947
-79.68952868     2.29    13.50  9.2924  1.312
-77.10851617   259.01   -47.35 11.0069  0.581
-62.22890162   -14.29     9.08  9.5520  0.434
-88.35744683    18.39     8.63  7.9660  0.051
-74.01029932     3.76     2.48 12.1061 -0.006
-63.51664191    11.22    15.51  8.5127  0.220
-72.41187972     6.24     2.50  7.7954 -0.079
-81.35902089    57.30   -24.06  7.6414  1.216
-68.77948542     3.79    -0.24  9.8106  0.940
-63.38502099    19.36   -15.87  8.6009  1.300
-64.38591387    -8.36   -20.88  7.5946  1.260
-76.09096475     3.93    10.53  8.7381  1.081
-61.01396921    -2.02     1.10  9.9461  0.000
-87.22843335   -26.54   -22.32  9.3423  0.550
-71.94899945   268.79   -30.03  9.0929  0.366
-73.77040365    53.34    19.60  8.6199  0.241
-62.95789739    22.52     3.94  7.5543  1.107
-62.07079332    19.68    17.63  9.1652  1.125
-78.52990128    -0.95    -6.86  8.8560  1.330
-63.28498745    63.59   117.03  9.3006  0.525
-74.72598127    22.00   -99.55 10.0595  0.730
-75.99177077    10.61    41.93  8.5916  0.510
-81.01945270    84.19    18.85  9.0940  0.888
-71.64800928    72.89    16.38  9.8448  0.540
-67.94448970    22.07    -5.31  6.7609 -0.050
-85.03486181    17.38    10.04  8.3061  0.075
-68.18756206    19.25     4.52  9.1986  1.433
-64.88381853     0.91    28.86 10.0965  0.546
-61.68312249    26.80     7.96  8.7860  1.248
-74.62700027     0.70    -5.89  9.3305  1.074
-66.21656062   -24.81   -21.86  9.8068  0.440
-70.30173678   167.38    28.07 10.6101  0.668
-72.25173881   -21.17    10.82  8.6314  0.956
-69.34986560   -19.54   -11.37  9.6241  1.024
-77.49126191    11.07    34.41  7.0882  0.293
-69.51679881    16.90    32.20  8.0797  1.435
-77.24177632    14.12    23.80  8.4965  1.268
-66.98010682    19.02     2.66  9.2173  1.682
-67.64748114    76.22    72.94  4.8442  0.931
-73.40951006    -0.80    -5.47  9.0530  1.143
-60.31238643   -47.86   -38.28  6.5220  0.409
-65.69038100   -10.02    -3.53  8.5640  0.977
-63.07724228     3.52    11.92  8.7379  0.300
-84.75116444    15.72     3.58  7.0519  1.628
-60.86113753    13.39    65.98  6.1499  0.356
-78.34867735   103.13    53.57  6.2540  0.448
-68.39188925   -21.47    -2.05  7.2580  0.906
-60.19244336   -51.43  -112.55  8.8567  0.874
-60.22710036   446.03   190.32  8.7368  1.143
-81.49928863    66.71    22.42  7.0175  0.380
-73.26447798   -11.14    39.58  9.0918  0.362
-75.36577251    20.15    30.07  7.6161  1.375
-71.12566035    18.34     4.07  8.9334  1.288
-78.76365856    46.89    17.65  7.7585  0.463
-65.42468433   -24.04    -5.81  6.5175  0.906
-74.10752107    18.34    18.66  8.3482  1.332
-67.58818342   -92.57   -75.47  8.8523  0.969
-72.62749393    22.43    12.31  8.8816  0.965
-65.21856748   161.21   195.66 10.6156  1.531
-82.29408076   -66.85    15.29  8.7155  0.648
-76.33981429    -7.50    -2.35 10.1070  1.331
-61.56992473   263.66    26.77  2.9305  0.290
-86.18441441     1.84    31.92  9.5427  0.421
-70.05511820    15.80     5.64  9.2194  0.463
-65.44835423   117.42    71.04  7.3977  0.423
-66.06657316    33.64     6.04  6.2589  1.176
-64.78784900    45.87    -0.77  8.7060  1.369
-62.42060688    43.47   -23.71  9.3214  1.034
-62.76253563     5.13    32.82  7.7593  0.486
-60.19654560    11.35    -3.98  9.5570  1.296
-82.50856311     0.06   -10.31  8.1349  0.352
-63.40766452    -9.12    -6.28  9.5241  1.308
-80.53236798   -66.78  -141.06  9.0682  0.797
-69.31290511    25.71    16.17  9.1565  1.157
-78.87016742   121.58   -57.21  6.9642  0.576
-67.20266067     7.30     7.26  9.3033  1.431
-73.75424168     8.02    -4.59  8.9657  1.147
-66.34878595     9.73     9.25  7.5159  1.645
-60.87715312     2.31    -8.09  9.0007  1.298
-63.62275724    39.63    40.67  7.0022  0.561
-65.39615944    46.25    12.46  9.2178  0.669
-74.44569195     1.59   -14.53  6.8215  1.630
-60.70739309     4.73     0.99  9.6493  0.484
-62.59219389    56.39    62.37  8.1945  0.611
-70.41954375   -18.90    27.36  7.0375  1.360
-65.88431266    -8.79     0.16  8.0438  1.608
-70.86352014     6.32     8.97  9.2887  1.077
-64.23451950    31.54     4.54  8.5739  1.191
-76.19871064    16.85   -12.33 10.1906  0.564
-78.01011538    -8.30   -68.80  9.8325  0.764
-78.69706158    43.12    66.30  8.1580  0.365
-71.25301051    21.45    14.83  9.4399  0.635
-71.94402752    -4.35     7.69 10.6831  1.250
-65.13702157   114.58    90.86  7.3644  0.418
-61.52009459    27.65     6.25  9.4018  0.510
-82.29944443    11.39    11.54  7.9981 -0.005
-79.53801554    70.34  -162.79 12.9854  0.000
-68.30086205    19.31    12.70  8.3106  1.248
-66.13904804   116.78   -78.04  9.1751  0.589
-71.60684672    98.11    60.80  7.4790  1.068
-70.63129922    13.97   -30.19  9.3555  0.627
-62.68931636   111.97   110.72  9.9343  0.649
-69.71884594    22.05    16.01  9.4432  1.181
-68.86108177    19.78    14.06 10.5114  0.355
-65.94572020     6.28   -14.91  6.8653  0.883
-60.98339674   124.82   113.66  7.6218  0.534
-73.40835444    43.10    42.70  9.0208  1.071
-77.92117922     9.40    -1.73  9.1486  1.393
-74.56200056   -13.98   -26.65  8.7850  1.007
-64.99412762    12.93     6.39  8.9106  1.252
-61.43670307    38.92    14.13  9.2224  1.083
-76.62100490    -5.75    -1.77  9.1125  1.616
-62.26631767    47.06    13.66  8.2665  0.752
-72.49515075     9.29     5.92  8.5663  0.954
-64.35511771   351.21    14.02  7.6354  0.620
-60.75820370   -60.38    22.42  9.4529  0.599
-61.09697659     8.36     0.19  7.9288  1.633
-76.62373029   117.37     9.53  6.7344  0.335
-61.14396055   -12.59   -14.00  8.8539  1.326
-75.95883143     9.41    -3.21  7.0502  1.208
-74.50138527    17.49     7.38  7.3103  0.986
-76.10765543    59.03    31.24  9.6527  0.642
-71.48403531    -7.51    -8.66  8.7373  1.255
-74.08752093    -4.45     9.77  8.5045  0.328
-70.95096946    -0.18     8.05  7.2641  0.995
-65.77399701    17.49   -30.35  8.5069  1.026
-61.65155374   101.47   101.92  8.1832  0.486
-64.29611876    16.63    18.83  9.3947  0.954
-66.15442213     1.77    15.62  7.4236  1.200
-79.02413754   206.43    79.91  9.4726  0.789
-80.58284174    23.60    18.10  9.4099  0.407
-66.79397802    38.43    13.73  9.2873  1.197
-71.53789244    -7.28    12.87  9.2219  1.062
-63.79572670    -4.64    16.65  7.9924  0.933
-67.84155184    26.01    45.05  5.6677  1.556
-76.35758447    12.40    18.33  6.7136  0.895
-75.37840598     1.30     5.72  8.7671  0.945
-69.48706037    59.90     4.53  9.4819  0.809
-84.62370396     4.77     4.76 10.0172  0.181
-60.16152247     4.77     5.94  9.2604  0.927
-70.54384486    -0.93     7.10  9.9729  0.556
-75.86083429    15.16    20.45 11.6340  1.040
-80.53486002    20.84     8.28  9.0644  0.330
-67.74633498    43.47   -13.16  5.8280  1.306
-79.02613948    40.34     5.34  8.9861  0.584
-69.43217878   159.42    53.03  7.4673  0.976
-68.76863568    30.60  -189.49  9.3042  0.655
-78.65236532    -9.44    -5.11  8.8458  1.669
-82.55417356   -20.47   -10.05  9.2744  0.505
-68.39128637    12.62     6.98  9.3446  1.548
-63.39262251    17.87    60.13  7.8920  0.515
-74.07097716    -9.95  -154.37 11.6543  0.610
-62.73907373   -57.09   -19.85  8.4562  0.435
-71.46747263    19.65    17.78  8.3444  0.800
-67.78860480    19.68    -5.62  7.8057  1.575
-63.24538575    24.65    61.04  9.0216  0.524
-88.14567947   -13.02   -16.95  8.4207  1.040
-69.88681621     1.56     0.70  8.8353  0.602
-70.67768652    41.61    27.74  8.7444  0.043
-82.95401701    19.01    -6.44  7.9859  1.138
-87.32151345    16.27    20.42  9.3362  0.456
-61.93851058   156.71   156.69  7.8378  0.501
-67.69771762   101.56  -310.15  8.2600  0.678
-68.08442560   -21.40    19.95  7.4442  0.233
-63.54480191    19.13    28.63  8.8924  0.524
-74.56516805   352.48   254.07 10.6260  1.138
-69.43145720     9.06    19.93  8.9769  0.876
-60.68107854    53.70    30.84  7.8738  1.121
-62.24777821    50.58    19.13  8.3868  0.437
-73.31282227     5.77    -1.34  7.8042  1.613
-62.54604511   150.56    22.59  7.8450  1.103
-64.21034296  -267.21  -198.69 11.0613  0.000
-71.63513786   -21.03   -18.96  9.9778  1.047
-72.31166340     3.98     9.24  8.3806  1.359
-74.00009304   166.69    35.73 10.6412  0.934
-61.21738461     7.38    -9.82  9.5681  1.107
-73.34199338    17.30     3.65  8.6066  1.173
-77.64551595    82.32    67.32  9.1983  0.568
-60.43098294    21.54    -3.83  8.4947  1.394
-85.71790006     4.20   -20.76  7.9167  0.375
-68.65942375   -49.95     2.48  4.0980  0.034
-63.46724225    22.29    28.87  8.4395  0.956
-81.55085335     0.14    -2.40  8.4201  1.574
-66.20908792    42.34    43.07  9.6393  0.533
-82.47609147    15.07     3.09  9.0675  0.143
-73.64582093   -80.75    11.97  6.1606  1.088
-64.06671338    23.75   -11.50  9.8120  0.909
-65.33591856     5.40    11.87  7.9403  1.562
-61.76854274    14.59     9.21  8.4692  1.509
-80.04548676     7.82     2.88  9.6597  1.095
-74.43634506    71.39    41.63  7.8598  1.010
-64.90452557     1.74    -2.20  9.8112  0.544
-63.72777133    28.57     9.71  7.7908  1.569
-61.46054192    40.85    29.63  8.2417  0.417
-60.31162904   -71.69  -131.28  5.4522  0.395
-66.49402865   -19.22     1.15  6.3164  1.511
-77.17297548    14.55    24.37  9.1082  1.626
-67.76876197    -2.87     5.81  7.9252  0.187
-70.10191085    12.69    11.78  7.7253  0.355
-63.19405638    18.00    21.40  9.2829  0.509
-80.94597589   -13.71   -12.88  9.4895  0.333
-62.91811558    14.03   -47.94  8.0902  1.026
-69.48075347   171.48   102.36  9.9165  0.955
-68.63537607    19.82    13.90  7.8069  1.427
-69.90767955    -9.49   -38.47  9.2449  1.082
-75.74043153     5.62    32.39  7.2668  1.131
-64.77813864    14.66    -6.56  9.5297  1.252
-69.52406947   -13.09    29.54  6.7829  1.269
-61.98457980   -20.53     4.34  8.4650  0.330
-77.41856744    36.38     6.77  8.6181  1.125
-67.16452837     2.99     8.73  8.7687  1.298
-75.37000887  -138.00   -89.01 10.2620  1.065
-64.29978330    34.86     6.12  6.3555 -0.025
-65.56294712   -56.01   -18.74  7.2308  1.118
-61.30539755    -8.74     9.02  8.9826  0.461
-66.76826985    13.63    13.28  8.7667  0.107
-60.91375133    13.67    15.66  8.4247  1.136
-71.63298944   299.14    -2.23 10.0850  0.956
-75.81643157     1.42    -2.38  8.8252  1.333
-65.94966212     0.64     7.40  9.7601  1.412
-68.61078431    28.51   -12.61  7.9298  1.531
-70.91479244    24.75     7.99  8.9313  0.425
-75.78467203    37.19    33.70  8.0097  0.546
-60.33152684    13.72     5.96  9.3779  0.339
-78.49072649    -1.50    -2.49  8.7983  1.444
-64.04569250     0.08     7.40  7.2239  0.144
-62.59616078    38.21   -53.07  8.0576  0.945
-67.96785607    15.94    -6.60  7.4488  0.883
-78.36677965    -6.17    20.33  9.0845  0.490
-63.57544120     7.27    11.45  8.8176  1.296
-79.10924936   137.24   -54.22  5.4354  0.981
-63.00549850    17.13    20.41  8.5138  1.084
-69.60526000   105.73     1.75  8.6885  0.630
-72.68790865   141.70   197.49  8.9389  1.045
-79.03598753    11.21     1.32  8.1292  1.015
-72.44401334   -85.87    47.45  7.9941  0.616
-75.89357419    91.92    31.24  6.9585  0.450
-72.67191695    43.50    19.06  8.3928  0.521
-65.63961013    -1.21    29.83  9.2313  0.992
-69.19914733    -4.41     1.35  9.2014  1.216
-62.58675044    20.91    19.61  6.7781 -0.048
-72.34909154   125.37   -13.71  6.9603  0.568
-62.33761372   228.46    -8.19  9.9913  0.735
-60.98273935   137.33    13.29  6.8331  0.441
-70.76800862    14.19    19.44  7.9624  1.648
-65.60958315    23.44    12.60  9.6365  0.733
-64.49210844    21.50   -31.29  8.6412  1.208
-74.02338745    15.05    12.65  7.5511  0.142
-81.49664669    22.88    11.64  9.2930  0.529
-77.04608821   201.31   141.17 10.3237  0.934
-65.79095687    -0.10    12.23  8.9930  1.208
-61.06222458    -3.87   -30.80  9.0991  1.079
-82.23573636    29.51  -123.07  7.5777  0.684
-62.39943565     8.21    20.77  8.2303  0.008
-60.83693299    17.38   -23.11  8.1484  1.044
-68.16111525     7.84     5.90  9.0325 -0.064
-85.01699118    -7.58    -8.69  7.3849  1.088
-74.10955032   175.55   136.46  9.9738  0.876
-79.81398101    -9.71    -3.21  7.8221  1.025
-71.14610991    22.57    15.26  8.7420  1.308
-64.50716394     1.00  -282.77 11.9517  0.000
-81.15212793     6.87    12.03  9.0573  0.087
-67.30089337    -2.44   -11.69  7.0796  0.910
-81.46744393    15.77    22.98  9.0457  1.119
-72.86644576    57.29     5.83  8.3112  0.436
-61.38024642    -4.20     8.33  8.0680  1.578
-67.54424673    16.96    12.56  9.1823  1.347
-70.67985732     4.93     4.08  6.8418  1.431
-65.33187633     3.67    14.29  9.5614  0.467
-60.54741049   -17.25   -15.20  7.7521  1.049
-64.28176940    22.24    21.04  6.5280 -0.073
-66.95726401    29.73   -20.87  7.2688  1.289
-68.26694753    87.30     0.09  4.0933 -0.061
-61.53311815    12.65    -1.51  8.3193 -0.076
-62.69638937     3.19    -8.85  7.7148  1.082
-66.11820496    82.62   -63.48  7.6153  0.543
-62.15256938    27.87    40.53  8.1102  1.280
-61.35379705    37.61  -184.47  9.5735  1.027
-60.22150527    20.27    10.60  9.3645  1.451
-73.14765811    27.13   -15.55 10.9966  0.970
-69.91844829    42.23    22.78  8.4973  1.147
-69.08317083    19.26   -15.59  8.4897  0.939
-69.23297459    64.31   -11.84  6.7142  0.660
-74.32404516    32.02   -13.81  8.2536  1.144
-74.48238630    -3.91   -11.81 10.8378  0.530
-71.46233510   141.44   -75.52  7.8993  0.700
-75.23808778    15.17     1.49  9.2172  1.171
-85.85811168    18.11     6.90  8.3638  0.169
-60.06442433    24.84    21.09  8.8397  0.912
-66.09255839     6.58    -2.67  9.4419  0.986
-79.78437929    94.07   108.54  9.5825  0.838
-80.01206957    16.86    -6.40  9.1019  1.134
-71.20456307    21.01    17.48  7.7468  1.584
-69.16003752    20.30    60.29  6.8254  1.000
-66.71405577    99.65   -77.47  6.3571  0.542
-62.91910914   -26.19   -36.25  7.5638  0.588
-67.28309537    73.77    63.29  8.5970  0.456
-76.46983073    45.90    28.03  9.0958  0.556
-78.36717760    12.52     8.41  9.8123  0.345
-68.14823001   -15.18   -69.59  8.7645  0.668
-60.05605183   355.97    -2.77  9.9728  0.580
-60.86511563   208.49    64.58 11.9069  0.000
-78.37351785    28.87    23.16  9.1397  1.109
-85.15900368    -1.53    10.32  8.3219  1.710
-70.81089455   155.88   113.88  9.7242  0.640
-61.08968357    30.10     9.95  9.5875  0.437
-63.70453152    19.42    -8.61  5.9002  0.932
-67.61672398    66.41    43.38  4.8551  0.058
-71.23595600    62.53     1.71  6.7597  0.449
-71.84485243    89.51   147.01  9.5407  0.524
-62.72416361   -12.30   -21.45  7.3220  1.440
-67.36935539    25.14   -38.29  9.0794  0.505
-66.31778101     7.33    18.86  9.3341  1.306
-64.39665897    39.24    -8.45  9.3387  0.471
-63.07065139    11.82    14.49  9.1386  1.583
-84.28301189   -72.07    47.47  9.9476  0.730
-87.91213356    -0.91     1.62  9.4068  0.345
-76.19360016    72.06    41.89  7.5453  1.062
-77.52099673    -6.53    -2.29  8.8737  0.323
-72.93160389     4.76     9.98  8.6420  0.440
-83.04250939    87.26    47.52  9.1192  0.399
-60.14950623   -11.33   -66.18  8.6792  0.546
-71.64702099    12.35     9.35  8.8074  1.294
-67.27769881    33.72    -2.89  7.7825  0.559
-68.92604958   -80.45  -585.65 11.2881  1.800
-62.96388670   -75.00   -96.19  8.1562  0.452
-60.41472163     0.98    -2.18  9.0438  1.692
-73.84156855    -5.07    27.51  7.0400  1.610
-65.23895876     8.37     1.38  9.2255  1.163
-62.80659224    94.02    29.10  5.2973  0.101
-70.21861657    23.67    15.41  8.4986  0.329
-69.81177710     1.57    -5.40  8.7239  1.699
-83.56956063     9.60   -13.97  8.7076  1.041
-64.01938942    35.46   -17.30  8.7935  0.545
-62.20628198    19.68     7.82  9.7808  0.388
-72.82274706    54.71   -15.71 11.1714  0.760
-75.06688105   -33.01   -27.30  4.9107  1.337
-74.52303582     0.26   -36.17 12.2315  0.840
-67.52238590     8.82     0.36  6.7332  1.007
-86.41991141   192.86   205.49  9.8184  0.692
-60.89706685    34.29    42.62  9.2881  0.534
-69.18510158    -6.79     1.49  8.9911  0.979
-63.54061399   -13.47   -24.52  6.7448  1.226
-62.39301646    -2.23     9.09  9.1609  1.260
-60.25523800   134.68    75.99  9.4265  0.774
-61.61826163   145.64   131.94  8.9989  0.851
-62.90959830    61.40     5.82  6.1852  1.249
